,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,year2
236,237,Love Runs Out,OneRepublic,dance pop,2014,120,93,72,-4,8,74,225,17,6,66,2014.411662704175
237,238,This Is How We Do,Katy Perry,dance pop,2014,96,64,69,-6,15,80,204,2,5,66,2014.0324478804657
238,239,Mmm Yeah (feat. Pitbull),Austin Mahone,dance pop,2014,126,92,71,-4,27,98,232,0,4,65,2014.7640953226905
239,240,A Little Party Never Killed Nobody (All We Got),Fergie,dance pop,2014,130,62,76,-6,9,52,241,1,18,65,2014.8580152307354
240,241,#SELFIE,The Chainsmokers,electropop,2014,128,92,79,-3,8,66,184,1,25,65,2014.228197992823
241,242,Partition,Beyoncé,dance pop,2014,186,44,41,-12,31,17,319,3,29,65,2014.1690232073347
242,243,Birthday,Katy Perry,dance pop,2014,126,67,72,-5,11,84,215,9,7,65,2014.316051060906
243,244,G.U.Y.,Lady Gaga,dance pop,2014,110,92,62,-3,12,57,233,1,4,65,2014.9625313167007
244,245,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,complextro,2014,128,74,60,-3,9,46,217,11,4,64,2014.6668004197973
245,246,"Let It Go - From ""Frozen / Single Version",Demi Lovato,dance pop,2014,140,66,50,-6,27,25,226,3,4,63,2014.3648218010972
246,247,Wings,Birdy,neo mellow,2014,83,71,47,-5,16,22,252,8,3,62,2014.3967189749428
247,248,Can't Remember to Forget You (feat. Rihanna),Shakira,colombian pop,2014,138,81,69,-4,14,82,207,12,7,62,2014.5339649363702
248,249,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,dance pop,2014,192,77,35,-4,12,4,191,6,5,61,2014.7250746356428
249,250,Say Something,A Great Big World,neo mellow,2014,138,15,45,-9,9,9,229,87,3,61,2014.662526646917
250,251,A Sky Full of Stars,Coldplay,permanent wave,2014,125,68,55,-6,21,16,268,1,3,60,2014.8339155219007
251,252,Come Get It Bae,Pharrell Williams,dance pop,2014,120,80,93,-6,10,90,202,27,8,59,2014.5788812022215
252,253,Chandelier,Sia,australian dance,2014,174,78,29,-3,7,62,216,2,7,56,2014.7092031045565
253,254,XO,Beyoncé,dance pop,2014,170,79,47,-9,31,21,216,17,26,56,2014.0605467551834
254,255,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,dance pop,2014,125,94,60,-4,10,55,222,0,7,56,2014.9201502478443
255,256,Not About Angels,Birdy,neo mellow,2014,116,14,41,-10,9,23,190,97,4,56,2014.4083657345427
256,257,Drunk in Love,Beyoncé,dance pop,2014,140,62,59,-7,18,40,323,1,5,52,2014.0225419516667
257,258,Anaconda,Nicki Minaj,dance pop,2014,130,60,96,-6,21,65,260,7,18,50,2014.2705212462574
258,259,Boom Clap - From the Motion Picture Das Schicksal ist ein mieser Verräter,Charli XCX,candy pop,2014,92,81,68,-4,34,64,169,7,6,50,2014.3721146773967
259,260,La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,colombian pop,2014,128,82,80,-5,35,61,198,18,4,50,2014.8561540540925
260,261,Tee Shirt - Soundtrack Version,Birdy,neo mellow,2014,76,34,68,-9,9,56,160,84,3,49,2014.9542664510834
261,262,Words as Weapons,Birdy,neo mellow,2014,120,35,53,-9,14,19,239,28,3,44,2014.6845500355555
262,263,You're Mine (Eternal),Mariah Carey,dance pop,2014,149,58,63,-7,38,56,224,28,7,38,2014.2817663489336
263,264,Sheezus,Lily Allen,dance pop,2014,130,50,78,-7,11,39,235,15,4,37,2014.1750164634236
264,265,Cannonball,Lea Michele,hollywood,2014,92,82,56,-3,19,57,215,2,5,37,2014.64373532468
265,266,It's On Again - Main Soundtrack,Alicia Keys,hip pop,2014,110,54,64,-9,25,53,230,10,11,30,2014.2796644368518
266,267,I Luh Ya Papi,Jennifer Lopez,dance pop,2014,96,73,74,-6,12,59,207,45,42,28,2014.6959941429152
267,268,Not a Bad Thing,Justin Timberlake,dance pop,2014,86,73,59,-6,38,46,266,27,6,0,2014.1708736927283
268,269,Thinking out Loud,Ed Sheeran,pop,2015,79,45,78,-6,18,59,282,47,3,84,2015.3191523160308
269,270,I'm Not The Only One,Sam Smith,pop,2015,82,49,68,-6,8,49,239,53,4,84,2015.4908503184813
270,271,The Hills,The Weeknd,canadian contemporary r&b,2015,113,56,58,-7,14,14,242,7,5,84,2015.7992531764312
271,272,Love Yourself,Justin Bieber,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83,2015.8239684699147
272,273,Uptown Funk,Mark Ronson,dance pop,2015,115,61,86,-7,3,93,270,1,8,82,2015.820036777153
273,274,Take Me To Church,Hozier,irish singer-songwriter,2015,129,66,57,-5,12,44,242,63,5,81,2015.5433464306068
274,275,Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,81,2015.2388334104166
275,276,Sorry,Justin Bieber,canadian pop,2015,100,76,65,-4,30,41,201,8,5,81,2015.5262014370426
276,277,FourFiveSeconds,Rihanna,barbadian pop,2015,206,27,58,-6,13,35,188,88,5,80,2015.473449120982
277,278,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,dance pop,2015,190,61,26,-7,13,28,253,25,5,79,2015.7025205414348
278,279,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,canadian contemporary r&b,2015,120,38,66,-6,10,44,252,39,3,79,2015.2708559711923
279,280,What Do You Mean?,Justin Bieber,canadian pop,2015,125,57,85,-8,8,79,206,59,10,79,2015.6760369657497
280,281,Stitches,Shawn Mendes,canadian pop,2015,150,75,75,-7,5,76,207,2,7,78,2015.32939072276
281,282,Want to Want Me,Jason Derulo,dance pop,2015,114,68,78,-6,11,66,208,1,6,77,2015.0597020392684
282,283,My House,Flo Rida,dance pop,2015,94,70,69,-5,13,74,192,2,5,77,2015.792143357275
283,284,Waves - Robin Schulz Radio Edit,Mr. Probz,tropical house,2015,120,51,83,-9,8,45,208,1,4,77,2015.917095380534
284,285,Night Changes,One Direction,boy band,2015,120,52,67,-8,12,37,227,86,4,77,2015.1539209335142
285,286,How Deep Is Your Love,Calvin Harris,dance pop,2015,122,87,74,-4,39,34,213,4,7,77,2015.5483401325976
286,287,Never Forget You,Zara Larsson,dance pop,2015,146,73,58,-6,27,28,213,0,5,77,2015.0496660481629
287,288,Love Me Harder,Ariana Grande,dance pop,2015,99,71,47,-4,8,24,236,1,3,76,2015.3862844020493
288,289,Animals,Maroon 5,pop,2015,190,74,28,-6,59,33,231,0,9,76,2015.409538431135
289,290,Blame,Calvin Harris,dance pop,2015,128,86,41,-4,34,35,213,3,8,76,2015.1442609216901
290,291,Worth It,Fifth Harmony,dance pop,2015,100,77,88,-4,12,59,225,6,9,75,2015.9313075982757
291,292,Break Free,Ariana Grande,dance pop,2015,130,70,69,-5,20,28,215,1,5,75,2015.1860725745607
292,293,Don't,Ed Sheeran,pop,2015,95,61,81,-7,64,85,220,1,7,74,2015.5106608222457
293,294,Elastic Heart,Sia,australian dance,2015,130,79,42,-5,15,50,257,1,5,73,2015.0456522129195
294,295,Rather Be (feat. Jess Glynne),Clean Bandit,dance pop,2015,121,59,80,-7,19,55,228,16,4,73,2015.3020386789226
295,296,Hello,Adele,british soul,2015,158,45,48,-6,9,29,295,34,3,73,2015.1843926349814
296,297,Dear Future Husband,Meghan Trainor,dance pop,2015,79,78,66,-5,32,83,184,38,19,72,2015.6350314223714
297,298,43776,Beyoncé,dance pop,2015,136,71,75,-5,13,56,214,1,13,72,2015.6253539065235
298,299,The Heart Wants What It Wants,Selena Gomez,dance pop,2015,83,79,62,-5,14,62,227,5,4,72,2015.3341163635253
299,300,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,dance pop,2015,86,73,60,-4,33,53,193,24,15,72,2015.6292423691202
300,301,Genie In a Bottle,Christina Aguilera,dance pop,2015,176,80,63,-7,14,91,218,21,16,72,2015.8442374517224
301,302,Company,Justin Bieber,canadian pop,2015,95,80,59,-5,8,43,208,13,6,72,2015.5329746781438
302,303,Sing,Ed Sheeran,pop,2015,120,67,82,-4,6,94,235,30,5,71,2015.2446731339562
303,304,Jealous - Remix,Nick Jonas,dance pop,2015,93,71,68,-4,44,45,222,1,8,70,2015.5334463490824
304,305,Really Don't Care,Demi Lovato,dance pop,2015,121,73,71,-4,19,85,202,12,9,70,2015.7238483287836
305,306,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,dance pop,2015,110,61,83,-4,29,71,293,9,7,70,2015.700324659653
306,307,Only Love Can Hurt Like This,Paloma Faith,british soul,2015,91,89,57,-5,33,31,233,10,8,69,2015.324813000733
307,308,Heartbeat Song,Kelly Clarkson,dance pop,2015,149,80,49,-4,6,48,199,1,5,69,2015.0838147211618
308,309,Up,Olly Murs,dance pop,2015,115,85,69,-5,10,64,224,2,3,69,2015.5824061635806
309,310,Trumpets,Jason Derulo,dance pop,2015,82,70,63,-5,10,64,217,56,24,69,2015.3661519036425
310,311,Runnin' (Lose It All),Naughty Boy,tropical house,2015,139,85,32,-6,48,8,213,1,8,69,2015.7153771094513
311,312,Same Old Love,Selena Gomez,dance pop,2015,98,59,67,-4,21,44,229,2,3,69,2015.6635791862352
312,313,I Want You To Know,Zedd,complextro,2015,130,85,58,-3,14,37,240,1,6,68,2015.5573106892914
313,314,Lips Are Movin,Meghan Trainor,dance pop,2015,139,83,78,-5,11,95,183,5,5,68,2015.2077314059322
314,315,I'll Show You,Justin Bieber,canadian pop,2015,192,61,36,-7,18,8,200,5,10,68,2015.166047323901
315,316,Here,Alessia Cara,canadian contemporary r&b,2015,120,82,38,-4,8,33,199,8,10,68,2015.166163553456
316,317,I Lived,OneRepublic,dance pop,2015,120,85,59,-5,27,34,235,7,4,67,2015.6127119958364
317,318,Fireball (feat. John Ryan),Pitbull,dance pop,2015,123,94,69,-5,5,79,235,9,6,67,2015.7781218948353
318,319,Easy Love,Sigala,dance pop,2015,124,94,68,-4,12,65,230,18,6,67,2015.2812025352189
319,320,The Feeling,Justin Bieber,canadian pop,2015,127,81,53,-6,10,21,245,8,6,67,2015.7655777456848
320,321,I Really Like You,Carly Rae Jepsen,canadian pop,2015,122,81,62,-5,22,60,205,1,4,66,2015.4256317725494
321,322,BO$$,Fifth Harmony,dance pop,2015,103,87,81,-5,5,74,171,1,11,66,2015.7758533133974
322,323,Sugar,Maroon 5,pop,2015,120,79,75,-7,9,88,235,6,3,66,2015.9127819765586
323,324,Focus,Ariana Grande,dance pop,2015,100,88,67,-6,44,79,211,27,24,66,2015.104272218882
324,325,All About That Bass,Meghan Trainor,dance pop,2015,134,88,81,-4,11,96,189,5,5,65,2015.8245660101713
325,326,On My Mind,Ellie Goulding,dance pop,2015,155,71,70,-7,9,74,213,26,5,65,2015.2351213257598
326,327,Love Me Like You,Little Mix,dance pop,2015,106,67,79,-4,28,85,198,21,4,65,2015.9369949554878
327,328,Broken Arrows,Avicii,big room,2015,116,67,63,-7,10,29,233,5,5,65,2015.2931382133713
328,329,Booty,Jennifer Lopez,dance pop,2015,129,95,71,-4,26,40,210,0,5,64,2015.6243708467998
329,330,What Do You Mean? - Acoustic,Justin Bieber,canadian pop,2015,125,36,77,-11,10,76,204,79,4,64,2015.029050082749
330,331,Mark My Words,Justin Bieber,canadian pop,2015,114,26,38,-9,17,52,134,88,3,63,2015.2950375221842
331,332,Lay It All on Me,Rudimental,dance pop,2015,123,75,67,-7,19,48,242,14,4,62,2015.2250377459545
332,333,American Oxygen,Rihanna,barbadian pop,2015,78,75,39,-6,33,48,320,5,9,61,2015.3305103274117
333,334,Bang Bang,Jessie J,australian pop,2015,150,75,71,-4,38,73,199,27,9,61,2015.1543003069846
334,335,Reality - Radio Edit,Lost Frequencies,belgian edm,2015,122,70,71,-8,7,60,159,2,3,61,2015.5827678827548
335,336,Alive,Sia,australian dance,2015,100,76,51,-4,11,44,264,25,5,61,2015.5532728285377
336,337,Sugar (feat. Francesco Yates),Robin Schulz,dance pop,2015,123,82,64,-5,16,64,219,2,6,60,2015.9223382149826
337,338,Been You,Justin Bieber,canadian pop,2015,113,78,74,-6,32,86,199,2,7,60,2015.2126513170235
338,339,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,french indie pop,2015,123,89,76,-5,62,78,189,2,3,58,2015.998541401471
339,340,See You Again (feat. Charlie Puth),Wiz Khalifa,hip hop,2015,80,48,69,-8,6,28,230,37,8,56,2015.3052138849378
340,341,Heroes (we could be),Alesso,big room,2015,126,75,52,-4,24,35,210,4,6,56,2015.5113890769994
341,342,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,dance pop,2015,156,60,47,-6,9,4,292,33,5,55,2015.3300114653455
342,343,Perfect,One Direction,boy band,2015,100,82,65,-5,12,40,230,6,8,55,2015.4498641188084
343,344,Ghosttown,Madonna,dance pop,2015,79,55,54,-7,12,9,250,4,4,54,2015.0226854345728
344,345,Bang My Head (feat. Sia & Fetty Wap),David Guetta,dance pop,2015,108,87,60,-4,10,59,193,5,8,54,2015.79832401366
345,346,Bloodstream,Ed Sheeran,pop,2015,89,59,48,-6,6,27,309,20,5,52,2015.8961255752758
346,347,Living For Love,Madonna,dance pop,2015,123,79,67,-5,25,39,219,4,9,52,2015.1354257940452
347,348,Baby Don't Lie,Gwen Stefani,dance pop,2015,100,55,69,-5,10,26,203,1,3,52,2015.377923665149
348,349,Don't Be so Hard on Yourself,Jess Glynne,dance pop,2015,120,82,57,-3,16,66,211,6,3,52,2015.4957367876461
349,350,Steal My Girl,One Direction,boy band,2015,77,76,47,-6,14,52,227,0,4,51,2015.649317304867
350,351,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",Pitbull,dance pop,2015,127,85,68,-3,6,93,193,1,6,50,2015.861385299413
351,352,We Are Here,Alicia Keys,hip pop,2015,93,67,64,-6,8,8,285,43,4,49,2015.2868098090903
352,353,St Jude,Florence + The Machine,art pop,2015,117,43,26,-11,11,9,225,75,3,47,2015.8970722767297
353,354,Yesterday (feat. Bebe Rexha),David Guetta,dance pop,2015,128,78,57,-4,33,28,243,2,3,46,2015.2142109417262
354,355,Time of Our Lives,Pitbull,dance pop,2015,124,80,72,-6,69,72,229,9,6,45,2015.2648596891347
355,356,Sparks,Hilary Duff,dance pop,2015,122,88,85,-5,10,79,186,4,6,44,2015.796375027826
356,357,Mr. Put It Down,Ricky Martin,dance pop,2015,128,78,80,-6,4,83,196,1,18,42,2015.528676798109
357,358,Legendary Lovers,Katy Perry,dance pop,2015,126,84,62,-5,8,39,224,2,8,41,2015.3704794105054
358,359,Spark The Fire,Gwen Stefani,dance pop,2015,120,80,88,-4,20,54,202,8,6,39,2015.5586659054782
359,360,Run Run Run,Kelly Clarkson,dance pop,2015,112,37,28,-7,11,8,273,45,4,36,2015.4843907969828
360,361,Let Me Be Your Lover,Enrique Iglesias,dance pop,2015,112,90,72,-4,6,88,238,1,13,34,2015.9680510971702
361,362,Dangerous,Jennifer Hudson,dance pop,2015,109,53,90,-5,8,65,255,0,5,18,2015.9653829676238
362,363,L.A.LOVE (la la),Fergie,dance pop,2015,202,39,48,-8,26,27,193,2,9,0,2015.6550895709006
363,364,The Hills,The Weeknd,canadian contemporary r&b,2016,113,56,58,-7,14,14,242,7,5,84,2016.3574008914004
364,365,Love Yourself,Justin Bieber,canadian pop,2016,100,38,61,-10,28,52,234,84,44,83,2016.5560434263846
365,366,Cake By The Ocean,DNCE,dance pop,2016,119,75,77,-5,4,90,219,15,5,81,2016.2956117584615
366,367,Don't Let Me Down,The Chainsmokers,electropop,2016,160,87,53,-5,14,42,208,16,17,81,2016.9877975916972
367,368,In the Name of Love,Martin Garrix,big room,2016,134,52,50,-6,45,17,196,11,4,81,2016.4057860337527
368,369,Into You,Ariana Grande,dance pop,2016,108,73,62,-6,14,37,244,2,11,80,2016.0645300963417
369,370,This Is What You Came For,Calvin Harris,dance pop,2016,124,93,63,-3,15,47,222,20,3,80,2016.301953147625
370,371,Million Reasons,Lady Gaga,dance pop,2016,130,42,67,-8,11,15,205,49,4,80,2016.0863585484894
371,372,Needed Me,Rihanna,barbadian pop,2016,111,31,67,-8,8,30,192,11,24,80,2016.8956414051959
372,373,7 Years,Lukas Graham,danish pop,2016,120,47,77,-6,39,34,237,29,5,80,2016.30022226798
373,374,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,2016,113,83,67,-6,19,70,236,1,7,79,2016.4578152057115
374,375,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,dance pop,2016,105,59,80,-6,6,59,214,10,4,79,2016.5751156893627
375,376,Scars To Your Beautiful,Alessia Cara,canadian contemporary r&b,2016,97,74,57,-6,11,45,230,3,13,79,2016.2027950371328
376,377,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,dance pop,2016,108,53,63,-7,18,42,225,40,4,79,2016.1303759718448
377,378,Work,Rihanna,barbadian pop,2016,92,53,73,-6,9,56,219,8,9,78,2016.3023462695746
378,379,Stitches,Shawn Mendes,canadian pop,2016,150,75,75,-7,5,76,207,2,7,78,2016.4985100013566
379,380,"Me, Myself & I",G-Eazy,hip hop,2016,112,67,76,-7,16,38,251,2,10,78,2016.5920050257484
380,381,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016,102,71,66,-7,8,69,198,4,11,78,2016.6876473219586
381,382,Dangerous Woman,Ariana Grande,dance pop,2016,134,60,66,-5,36,29,236,5,4,78,2016.2382567685006
382,383,Starving,Hailee Steinfeld,dance pop,2016,100,62,73,-4,11,51,182,38,6,78,2016.302065840549
383,384,Shout Out to My Ex,Little Mix,dance pop,2016,126,75,77,-4,11,80,246,2,9,77,2016.0061238834865
384,385,Electric Love,BØRNS,electropop,2016,120,80,61,-8,26,52,218,1,5,76,2016.042715519742
385,386,Confident,Demi Lovato,dance pop,2016,130,75,59,-6,9,34,206,0,7,75,2016.1971444897947
386,387,Too Good,Drake,canadian hip hop,2016,118,65,79,-8,10,39,263,5,10,74,2016.6904054013478
387,388,Roses,The Chainsmokers,electropop,2016,100,80,71,-7,31,34,227,4,6,74,2016.379835123666
388,389,Cold Water (feat. Justin Bieber & MØ),Major Lazer,dance pop,2016,93,80,61,-5,16,50,185,7,4,73,2016.7996155841277
389,390,Me Too,Meghan Trainor,dance pop,2016,124,69,93,-6,48,84,181,10,10,73,2016.7922551400384
390,391,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,dance pop,2016,108,88,75,-4,23,75,166,4,7,73,2016.48118009392
391,392,Ain't Your Mama,Jennifer Lopez,dance pop,2016,120,68,76,-6,7,82,218,5,23,72,2016.5727372487088
392,393,Close,Nick Jonas,dance pop,2016,124,62,65,-5,14,40,234,25,8,72,2016.0340174397509
393,394,Toothbrush,DNCE,dance pop,2016,105,79,55,-6,47,82,232,12,13,72,2016.14940729781
394,395,All We Know,The Chainsmokers,electropop,2016,90,59,66,-9,12,30,194,10,3,72,2016.0210393973002
395,396,Final Song,MØ,dance pop,2016,105,67,70,-6,8,25,236,1,3,72,2016.8794875448739
396,397,Company,Justin Bieber,canadian pop,2016,95,80,59,-5,8,43,208,13,6,72,2016.2480817298858
397,398,Hands To Myself,Selena Gomez,dance pop,2016,111,50,81,-7,34,47,201,1,12,71,2016.3342439135083
398,399,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,71,2016.2173300179038
399,400,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,2016,163,70,63,-6,11,50,215,1,15,71,2016.8645755025368
400,401,NO,Meghan Trainor,dance pop,2016,92,80,56,-4,74,65,214,1,22,70,2016.844938605783
401,402,Kill Em With Kindness,Selena Gomez,dance pop,2016,120,88,76,-5,10,40,218,1,4,70,2016.6037027867958
402,403,Cool Girl,Tove Lo,dance pop,2016,102,69,67,-7,8,20,199,31,11,69,2016.653851594821
403,404,Runnin' (Lose It All),Naughty Boy,tropical house,2016,139,85,32,-6,48,8,213,1,8,69,2016.7924798987399
404,405,Here,Alessia Cara,canadian contemporary r&b,2016,120,82,38,-4,8,33,199,8,10,68,2016.2968652086224
405,406,Perfect Illusion,Lady Gaga,dance pop,2016,125,86,61,-5,36,66,182,0,4,67,2016.2279940462856
406,407,PILLOWTALK,ZAYN,dance pop,2016,125,70,59,-4,9,43,204,10,5,66,2016.3231188470459
407,408,Out Of The Woods,Taylor Swift,pop,2016,92,84,55,-7,34,34,236,0,4,66,2016.517006010152
408,409,Rise,Katy Perry,dance pop,2016,101,64,55,-6,11,44,203,5,5,66,2016.721421042495
409,410,Wherever I Go,OneRepublic,dance pop,2016,100,69,55,-6,27,35,170,9,4,66,2016.6636780452088
410,411,Body Say,Demi Lovato,dance pop,2016,87,74,63,-5,28,26,194,0,4,65,2016.3613169122125
411,412,Don't Be A Fool,Shawn Mendes,canadian pop,2016,175,34,47,-6,10,27,216,60,4,65,2016.0622401915755
412,413,LIKE I WOULD,ZAYN,dance pop,2016,113,83,56,-6,26,23,192,2,11,65,2016.2133209459894
413,414,Cheap Thrills,Sia,australian dance,2016,90,80,59,-5,8,73,225,6,22,64,2016.5208975979856
414,415,I Got You,Bebe Rexha,dance pop,2016,98,89,61,-5,9,32,192,5,5,64,2016.2392133337896
415,416,Run Away With Me,Carly Rae Jepsen,canadian pop,2016,119,72,56,-6,5,25,251,1,5,63,2016.651594067569
416,417,Cruel (feat. ZAYN),Snakehips,dance pop,2016,110,88,60,-4,16,32,228,2,12,63,2016.7680028119953
417,418,Send My Love (To Your New Lover),Adele,british soul,2016,164,52,69,-8,17,56,223,4,10,61,2016.0388705187818
418,419,WTF (Where They From),Missy Elliott,dance pop,2016,120,82,93,-3,6,56,193,2,20,58,2016.772415825636
419,420,Desire,Years & Years,dance pop,2016,126,78,71,-5,30,64,203,30,6,58,2016.042339939828
420,421,When We Were Young,Adele,british soul,2016,144,59,38,-6,9,27,291,35,5,58,2016.9928393216085
421,422,I Know What You Did Last Summer,Shawn Mendes,canadian pop,2016,114,77,68,-5,16,72,224,11,10,57,2016.8836838255836
422,423,Wish That You Were Here - From Miss Peregrines Home for Peculiar Children Original Motion Picture,Florence + The Machine,art pop,2016,94,57,37,-6,13,12,403,72,3,57,2016.304040523753
423,424,Hurts,Emeli Sandé,dance pop,2016,106,64,58,-8,15,18,238,2,3,57,2016.7410147236628
424,425,Change,Christina Aguilera,dance pop,2016,82,54,62,-6,13,20,187,68,8,54,2016.3386141325086
425,426,Make Me... (feat. G-Eazy),Britney Spears,dance pop,2016,123,70,70,-7,22,58,231,16,10,53,2016.211497725071
426,427,Keeping Your Head Up,Birdy,neo mellow,2016,122,78,60,-5,19,53,208,16,5,52,2016.6603130178428
427,428,True Colors,Zedd,complextro,2016,126,79,57,-3,10,49,225,40,4,51,2016.0739128616128
428,429,Make Me Like You,Gwen Stefani,dance pop,2016,118,71,74,-5,13,80,217,4,5,50,2016.6234569551864
429,430,Champagne Problems,Nick Jonas,dance pop,2016,108,78,73,-5,9,64,193,0,13,50,2016.6685821448134
430,431,Blown,DNCE,dance pop,2016,130,95,63,-5,10,73,197,0,4,48,2016.9192206668718
431,432,Start,John Legend,neo mellow,2016,110,4,52,-15,9,26,310,99,4,47,2016.6281565035138
432,433,Pep Rally,Missy Elliott,dance pop,2016,90,75,83,-4,20,32,263,22,12,47,2016.1451681053916
433,434,Higher,Carly Rae Jepsen,canadian pop,2016,114,87,65,-5,37,44,234,1,6,46,2016.465232880042
434,435,Invitation,Britney Spears,dance pop,2016,112,65,37,-7,9,16,200,3,11,44,2016.716654555057
435,436,One Call Away (feat. Tyga) - Remix,Charlie Puth,dance pop,2016,91,69,75,-5,13,52,192,26,4,41,2016.8835712448135
436,437,Beautiful Birds (feat. Birdy),Passenger,folk-pop,2016,86,17,39,-13,11,14,214,91,3,36,2016.9563366799216
437,438,Little Lies,Hilary Duff,dance pop,2016,124,76,57,-6,4,40,204,0,6,36,2016.9758718506803
438,439,Do You Wanna Come Over?,Britney Spears,dance pop,2016,121,70,75,-6,11,45,203,1,7,34,2016.296044250337
439,440,BURNITUP!,Janet Jackson,dance pop,2016,123,71,83,-7,31,83,250,5,18,31,2016.1113852292008
440,441,Picky - Remix,Joey Montana,latin,2016,186,81,70,-3,37,69,225,9,7,29,2016.5189866990622
441,442,Behind Your Back,Nelly Furtado,canadian latin,2016,98,47,80,-10,7,69,228,25,4,18,2016.494325881702
442,443,Million Years Ago,Adele,british soul,2016,0,0,0,-60,0,0,227,0,0,0,2016.2893594710122
443,444,Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,2017.538671742521
444,445,Closer,The Chainsmokers,electropop,2017,95,52,75,-6,11,66,245,41,3,86,2017.5517518895178
445,446,Starboy,The Weeknd,canadian contemporary r&b,2017,186,59,68,-7,14,49,230,14,28,85,2017.4421585217879
446,447,Treat You Better,Shawn Mendes,canadian pop,2017,83,82,44,-4,11,75,188,11,34,84,2017.853835008187
447,448,That's What I Like,Bruno Mars,pop,2017,134,56,85,-5,9,86,207,1,4,83,2017.8768011553773
448,449,Let Me Love You,DJ Snake,electronic trap,2017,100,72,65,-5,14,16,206,9,3,82,2017.3791304255549
449,450,I Feel It Coming,The Weeknd,canadian contemporary r&b,2017,93,82,77,-6,7,59,269,43,12,81,2017.3821527338
450,451,Mercy,Shawn Mendes,canadian pop,2017,148,66,56,-5,11,36,209,13,8,81,2017.3379628658724
451,452,Side To Side,Ariana Grande,dance pop,2017,159,74,65,-6,24,61,226,5,23,80,2017.2213047050286
452,453,Stay,Zedd,complextro,2017,102,62,69,-5,12,54,210,25,6,80,2017.5259664681748
453,454,It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,-7,9,52,221,12,7,79,2017.7917732934393
454,455,Malibu,Miley Cyrus,dance pop,2017,140,78,57,-6,8,34,232,8,6,78,2017.2553997182376
455,456,Something Just Like This,The Chainsmokers,electropop,2017,103,65,61,-7,17,51,248,3,4,78,2017.512476641499
456,457,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,2017,102,76,72,-4,18,74,251,41,5,78,2017.8581444861588
457,458,I Dont Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2017,118,45,74,-8,33,9,245,6,6,78,2017.8708081966915
458,459,My Way,Calvin Harris,dance pop,2017,120,91,82,-3,16,54,219,9,4,78,2017.8918091263395
459,460,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,2017,81,67,61,-4,17,81,289,6,4,77,2017.2793677973975
460,461,Praying,Kesha,dance pop,2017,73,39,58,-7,11,32,230,49,3,77,2017.3991615110713
461,462,Despacito - Remix,Luis Fonsi,latin,2017,178,82,65,-4,10,82,229,23,17,76,2017.4840142367987
462,463,The Greatest,Sia,australian dance,2017,192,73,67,-6,6,73,210,1,27,76,2017.8941297429772
463,464,There for You,Martin Garrix,big room,2017,106,64,61,-8,12,13,222,12,6,76,2017.4450187131226
464,465,Paris,The Chainsmokers,electropop,2017,100,64,65,-7,9,25,222,2,3,76,2017.8405910386189
465,466,Crying in the Club,Camila Cabello,dance pop,2017,85,62,33,-6,16,60,216,33,38,75,2017.9327192840676
466,467,Mama,Jonas Blue,dance pop,2017,104,79,74,-4,5,57,184,10,4,75,2017.018748623315
467,468,Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,80,74,-3,25,51,231,50,5,75,2017.8812410191636
468,469,Swish Swish,Katy Perry,dance pop,2017,120,71,84,-5,10,57,243,2,4,73,2017.8294630954051
469,470,Chained To The Rhythm,Katy Perry,dance pop,2017,190,80,45,-5,20,47,238,8,17,72,2017.0300859164286
